t,raw,filtered,,,raw,filtered
0.504,-0.075681,-0.075681,,,-0.824481,-0.106531
0.505,-0.102808,-0.102808,,,-0.119483,-0.102128
0.506,-0.184526,-0.184526,,,0.728954,-0.121005
0.507,-0.253143,-0.253143,,,0.074125,-0.180159
0.508,-0.291661,-0.291661,,,-0.299005,-0.243110
0.509,-0.29127,-0.29127,,,-0.077664,-0.278691
0.51,-0.266371,-0.266371,,,-0.777305,-0.283101
0.511,-0.29837,-0.29837,,,-0.489738,-0.285337
0.512,-0.444398,-0.444398,,,-0.455838,-0.336380
0.513,-0.486049,-0.486049,,,-0.584781,-0.409606
0.514,-0.471158,-0.471158,,,-0.378749,-0.467202
0.515,-0.543991,-0.543991,,,-0.550597,-0.500399
0.516,-0.547638,-0.547638,,,-0.471467,-0.520929
0.517,-0.513946,-0.513946,,,-0.877356,-0.535192
0.518,-0.523135,-0.523135,,,-0.384039,-0.528240
0.519,-0.476626,-0.476626,,,-0.135206,-0.504569
0.52,-0.500364,-0.500364,,,-0.87883,-0.500042
0.521,-0.459605,-0.459605,,,-0.817412,-0.478865
0.522,-0.466641,-0.466641,,,-0.119132,-0.475537
0.523,-0.439198,-0.439198,,,-0.556912,-0.455148
0.524,-0.427825,-0.427825,,,-0.073189,-0.444555
0.525,-0.498947,-0.498947,,,-0.639867,-0.455323
0.526,-0.525528,-0.525528,,,-0.102244,-0.484100
0.527,-0.550896,-0.550896,,,-0.548862,-0.525124
0.528,-0.620688,-0.620688,,,-0.575488,-0.565704
0.529,-0.709718,-0.709718,,,-0.258936,-0.627101
0.53,-0.784861,-0.784861,,,-0.917548,-0.705089
0.531,-0.840934,-0.840934,,,-1.171221,-0.778504
0.532,-0.898477,-0.898477,,,-1.096454,-0.841424
0.533,-1.009091,-1.009091,,,-0.886845,-0.916167
0.534,-1.069379,-1.069379,,,-1.536246,-0.992316
0.535,-1.178293,-1.178293,,,-0.899765,-1.085588
0.536,-1.199094,-1.199094,,,-1.25667,-1.148922
0.537,-1.163231,-1.163231,,,-0.735214,-1.180206
0.538,-1.142452,-1.142452,,,-1.765612,-1.168259
0.539,-1.140747,-1.140747,,,-1.238654,-1.148810
0.54,-1.077037,-1.077037,,,-1.456997,-1.120079
0.541,-1.062594,-1.062594,,,-1.146359,-1.093459
0.542,-1.051653,-1.051653,,,-0.776726,-1.063761
0.543,-1.04558,-1.04558,,,-0.867881,-1.053276
0.544,-0.952243,-0.952243,,,-0.868089,-1.016492
0.545,-0.920046,-0.920046,,,-0.835444,-0.972623
0.546,-0.868897,-0.868897,,,-0.740887,-0.913729
0.547,-0.858015,-0.858015,,,-1.136319,-0.882319
0.548,-0.837116,-0.837116,,,-0.668415,-0.854676
0.549,-0.868077,-0.868077,,,-0.738903,-0.854403
0.55,-0.905507,-0.905507,,,-0.884489,-0.870233
0.551,-0.956699,-0.956699,,,-0.89435,-0.910094
0.552,-1.020927,-1.020927,,,-1.026658,-0.961044
0.553,-1.050306,-1.050306,,,-0.546843,-1.009311
0.554,-1.106699,-1.106699,,,-1.208454,-1.059311
0.555,-1.127913,-1.127913,,,-1.279813,-1.094973
0.556,-1.118304,-1.118304,,,-1.398557,-1.117639
0.557,-1.109443,-1.109443,,,-1.447399,-1.118553
0.558,-1.105711,-1.105711,,,-1.459482,-1.111153
0.559,-1.096413,-1.096413,,,-1.288736,-1.103856
0.56,-1.029206,-1.029206,,,-0.972261,-1.077110
0.561,-0.979586,-0.979586,,,-0.778789,-1.035068
0.562,-0.933791,-0.933791,,,-0.796877,-0.980861
0.563,-0.853322,-0.853322,,,-0.985612,-0.922233
0.564,-0.785086,-0.785086,,,-0.44456,-0.857400
0.565,-0.78097,-0.78097,,,-0.469183,-0.806459
0.566,-0.771887,-0.771887,,,-0.73399,-0.779314
0.567,-0.774675,-0.774675,,,-0.894813,-0.775844
0.568,-0.80967,-0.80967,,,-0.562242,-0.785411
0.569,-0.798454,-0.798454,,,-0.708885,-0.794266
0.57,-0.88018,-0.88018,,,-1.243455,-0.829435
0.571,-0.880609,-0.880609,,,-0.872352,-0.853081
0.572,-0.854677,-0.854677,,,-0.80946,-0.871822
0.573,-0.848852,-0.848852,,,-1.181823,-0.861379
0.574,-0.849164,-0.849164,,,-0.862227,-0.850898
0.575,-0.90388,-0.90388,,,-1.343554,-0.867299
0.576,-0.867855,-0.867855,,,-0.473903,-0.873633
0.577,-0.834587,-0.834587,,,-0.44873,-0.868774
0.578,-0.821807,-0.821807,,,-0.830736,-0.841416
0.579,-0.721389,-0.721389,,,-0.565674,-0.792594
0.58,-0.611623,-0.611623,,,-1.310762,-0.718273
0.581,-0.542986,-0.542986,,,-0.847184,-0.625333
0.582,-0.544139,-0.544139,,,-0.506403,-0.566249
0.583,-0.519703,-0.519703,,,-0.668878,-0.535609
0.584,-0.425418,-0.425418,,,-0.077223,-0.496420
0.585,-0.435423,-0.435423,,,0.345198,-0.460181
0.586,-0.340452,-0.340452,,,-0.588552,-0.400431
0.587,-0.247059,-0.247059,,,-0.486584,-0.340978
0.588,-0.280611,-0.280611,,,-0.179933,-0.289374
0.589,-0.289068,-0.289068,,,0.2064,-0.272246
0.59,-0.326004,-0.326004,,,-0.675729,-0.298561
0.591,-0.400269,-0.400269,,,-0.266084,-0.338447
0.592,-0.347867,-0.347867,,,0.180143,-0.358047
0.593,-0.313437,-0.313437,,,-0.875474,-0.353858
0.594,-0.353962,-0.353962,,,-0.761913,-0.338422
0.595,-0.358669,-0.358669,,,-0.483516,-0.342023
0.596,-0.304516,-0.304516,,,-0.471721,-0.339049
0.597,-0.229173,-0.229173,,,-0.012131,-0.297453
0.598,-0.239401,-0.239401,,,-0.10785,-0.257697
0.599,-0.148489,-0.148489,,,-0.625703,-0.205688
0.6,-0.032063,-0.032063,,,0.154623,-0.139984
0.601,0.067027,0.067027,,,-0.080048,-0.037842
0.602,0.156672,0.156672,,,0.562682,0.063879
0.603,0.145099,0.145099,,,0.067635,0.122933
0.604,0.200558,0.200558,,,0.12456,0.167443
0.605,0.257325,0.257325,,,0.518774,0.200994
0.606,0.27486,0.27486,,,0.606471,0.244248
0.607,0.266087,0.266087,,,0.514376,0.266091
0.608,0.248502,0.248502,,,-0.139432,0.263150
0.609,0.24177,0.24177,,,0.502205,0.252120
0.61,0.218556,0.218556,,,-0.001275,0.236276
0.611,0.217366,0.217366,,,0.347517,0.225897
0.612,0.20039,0.20039,,,-0.176553,0.212104
0.613,0.174908,0.174908,,,0.369241,0.197555
0.614,0.272641,0.272641,,,-0.006412,0.215980
0.615,0.268403,0.268403,,,-0.1308,0.238651
0.616,0.330732,0.330732,,,0.505688,0.290592
0.617,0.375109,0.375109,,,0.419731,0.324748
0.618,0.449087,0.449087,,,0.234077,0.384976
0.619,0.507893,0.507893,,,0.935634,0.444030
0.62,0.576391,0.576391,,,0.45559,0.511124
0.621,0.660617,0.660617,,,0.684343,0.581634
0.622,0.73471,0.73471,,,0.835655,0.657239
0.623,0.748907,0.748907,,,0.637215,0.714745
0.624,0.739275,0.739275,,,1.016099,0.740964
0.625,0.771699,0.771699,,,0.747071,0.753294
0.626,0.869379,0.869379,,,0.795688,0.793451
0.627,0.862183,0.862183,,,1.320707,0.834420
0.628,0.796932,0.796932,,,0.575894,0.842831
0.629,0.792908,0.792908,,,0.128124,0.817341
0.63,0.755548,0.755548,,,1.292298,0.781796
0.631,0.747418,0.747418,,,1.530076,0.765291
0.632,0.71344,0.71344,,,0.60519,0.738802
0.633,0.68302,0.68302,,,0.117887,0.714626
0.634,0.724887,0.724887,,,0.59295,0.707116
0.635,0.758943,0.758943,,,0.60514,0.722283
0.636,0.753448,0.753448,,,0.657639,0.745759
0.637,0.769072,0.769072,,,0.421935,0.760488
0.638,0.822174,0.822174,,,0.986088,0.781565
0.639,0.908848,0.908848,,,1.03643,0.833365
0.64,0.959042,0.959042,,,0.502735,0.896688
0.641,1.028293,1.028293,,,1.231856,0.965394
0.642,1.026523,1.026523,,,1.701946,1.004619
0.643,1.094065,1.094065,,,1.189308,1.049627
0.644,1.090255,1.090255,,,1.071301,1.070281
0.645,1.137338,1.137338,,,1.145087,1.107219
0.646,1.172131,1.172131,,,1.366903,1.133241
0.647,1.185674,1.185674,,,0.638164,1.165048
0.648,1.076646,1.076646,,,1.164901,1.144817
0.649,1.057444,1.057444,,,0.944171,1.106588
0.65,1.040371,1.040371,,,1.554348,1.058154
0.651,0.984578,0.984578,,,0.885451,1.027464
0.652,0.939163,0.939163,,,1.380836,0.988037
0.653,0.991583,0.991583,,,0.502636,0.971775
0.654,0.958533,0.958533,,,0.978081,0.963093
0.655,0.913014,0.913014,,,0.883508,0.954377
0.656,0.862384,0.862384,,,0.531362,0.911310
0.657,0.852489,0.852489,,,0.867332,0.875962
0.658,0.815764,0.815764,,,1.214782,0.843546
0.659,0.867393,0.867393,,,0.801353,0.845215
0.66,0.831141,0.831141,,,0.443468,0.838099
0.661,0.803715,0.803715,,,0.997415,0.834083
0.662,0.861516,0.861516,,,0.776607,0.832124
0.663,0.855855,0.855855,,,0.976856,0.840362
0.664,0.756281,0.756281,,,1.070562,0.824551
0.665,0.778382,0.778382,,,0.579311,0.796839
0.666,0.811709,0.811709,,,0.58182,0.782124
0.667,0.760925,0.760925,,,1.167165,0.783672
0.668,0.707894,0.707894,,,0.805069,0.760176
0.669,0.690861,0.690861,,,0.119461,0.719893
0.67,0.649166,0.649166,,,1.04447,0.682640
0.671,0.706421,0.706421,,,0.810063,0.682149
0.672,0.710398,0.710398,,,0.438794,0.688662
0.673,0.662126,0.662126,,,0.193259,0.692982
0.674,0.634486,0.634486,,,0.7895,0.669003
0.675,0.699336,0.699336,,,0.611912,0.665316
0.676,0.678149,0.678149,,,1.209116,0.670657
0.677,0.698044,0.698044,,,0.625565,0.691843
0.678,0.704921,0.704921,,,0.636178,0.693705
0.679,0.736565,0.736565,,,0.501025,0.713177
0.68,0.71118,0.71118,,,0.832818,0.717555
0.681,0.733118,0.733118,,,0.811412,0.726954
0.682,0.714877,0.714877,,,1.028901,0.719725
0.683,0.689646,0.689646,,,0.514448,0.712547
0.684,0.65664,0.65664,,,0.541343,0.687054
0.685,0.64775,0.64775,,,0.51026,0.664679
0.686,0.585081,0.585081,,,0.853231,0.629824
0.687,0.549203,0.549203,,,1.008464,0.594011
0.688,0.399376,0.399376,,,0.348029,0.511220
0.689,0.329804,0.329804,,,0.273109,0.426128
0.69,0.255292,0.255292,,,0.40324,0.328157
0.691,0.139725,0.139725,,,0.143459,0.241607
0.692,0.029723,0.029723,,,0.416749,0.141580
0.693,-0.091893,-0.091893,,,-0.619193,0.025852
0.694,-0.13178,-0.13178,,,-0.250842,-0.064650
0.695,-0.126254,-0.126254,,,-0.27829,-0.116642
0.696,-0.166833,-0.166833,,,-0.760985,-0.141622
0.697,-0.203009,-0.203009,,,-0.356787,-0.165365
0.698,-0.236294,-0.236294,,,-0.329313,-0.202045
0.699,-0.145492,-0.145492,,,-0.090724,-0.194932
0.7,-0.145345,-0.145345,,,0.33389,-0.175710
0.701,-0.144623,-0.144623,,,-0.043126,-0.145153
0.702,-0.065331,-0.065331,,,-0.254478,-0.118433
0.703,-0.050859,-0.050859,,,0.050609,-0.086938
0.704,-0.023007,-0.023007,,,0.37963,-0.046399
0.705,-0.043224,-0.043224,,,-0.249222,-0.039030
0.706,-0.090854,-0.090854,,,-0.270342,-0.052362
0.707,-0.159316,-0.159316,,,0.111225,-0.097798
0.708,-0.187325,-0.187325,,,-0.197594,-0.145832
0.709,-0.253671,-0.253671,,,-0.022942,-0.200104
0.71,-0.380797,-0.380797,,,-0.313111,-0.273931
0.711,-0.461868,-0.461868,,,-0.190042,-0.365445
0.712,-0.479575,-0.479575,,,-0.796205,-0.440747
0.713,-0.558657,-0.558657,,,-0.562577,-0.500033
0.714,-0.625291,-0.625291,,,-0.679198,-0.554508
0.715,-0.679264,-0.679264,,,-1.018758,-0.621071
0.716,-0.670135,-0.670135,,,-1.141008,-0.658230
0.717,-0.762321,-0.762321,,,-0.46512,-0.703907
0.718,-0.776166,-0.776166,,,-0.75867,-0.736207
0.719,-0.795132,-0.795132,,,-0.930571,-0.777873
0.72,-0.739637,-0.739637,,,-0.616639,-0.770312
0.721,-0.688294,-0.688294,,,-0.212698,-0.741021
0.722,-0.617121,-0.617121,,,-1.204088,-0.681684
0.723,-0.665293,-0.665293,,,-0.9485,-0.656903
0.724,-0.693069,-0.693069,,,-0.771202,-0.658494
0.725,-0.669806,-0.669806,,,-0.068753,-0.676056
0.726,-0.692966,-0.692966,,,-0.453981,-0.685280
0.727,-0.746108,-0.746108,,,-0.358112,-0.702960
0.728,-0.734723,-0.734723,,,-0.995004,-0.724599
0.729,-0.737866,-0.737866,,,-1.064212,-0.739566
0.73,-0.762627,-0.762627,,,-0.674673,-0.745072
0.731,-0.834713,-0.834713,,,-0.871402,-0.778402
0.732,-0.869575,-0.869575,,,-0.797263,-0.822305
0.733,-0.97641,-0.97641,,,-1.078847,-0.893566
0.734,-1.038397,-1.038397,,,-0.983075,-0.961461
0.735,-1.00079,-1.00079,,,-1.043571,-1.005199
0.736,-0.988744,-0.988744,,,-0.861708,-1.009310
0.737,-1.014727,-1.014727,,,-0.837456,-1.001420
0.738,-1.066982,-1.066982,,,-1.533295,-1.023484
0.739,-1.038211,-1.038211,,,-1.676865,-1.039973
0.74,-0.995062,-0.995062,,,-0.650533,-1.033418
0.741,-0.924067,-0.924067,,,-0.542173,-0.985780
0.742,-0.907445,-0.907445,,,-1.157213,-0.942191
0.743,-0.921493,-0.921493,,,-1.372064,-0.917668
0.744,-0.891707,-0.891707,,,-0.762366,-0.906882
0.745,-0.829861,-0.829861,,,-0.508437,-0.881020
0.746,-0.875366,-0.875366,,,-0.262625,-0.865645
0.747,-0.955178,-0.955178,,,-0.678869,-0.886802
0.748,-0.899317,-0.899317,,,-0.991985,-0.909954
0.749,-0.833381,-0.833381,,,-1.205642,-0.895959
0.75,-0.841064,-0.841064,,,-0.996565,-0.857921
0.751,-0.926547,-0.926547,,,-1.151089,-0.866997
0.752,-0.982783,-0.982783,,,-1.420104,-0.916798
0.753,-1.002363,-1.002363,,,-0.542739,-0.970564
0.754,-0.993031,-0.993031,,,-0.646775,-0.992726
0.755,-0.935805,-0.935805,,,-0.846874,-0.977066
0.756,-0.907796,-0.907796,,,-1.448754,-0.945544
0.757,-0.856808,-0.856808,,,-0.881214,-0.900136
0.758,-0.77906,-0.77906,,,-0.894252,-0.847888
0.759,-0.785391,-0.785391,,,-0.889333,-0.807086
0.76,-0.838056,-0.838056,,,-0.576157,-0.800836
0.761,-0.821159,-0.821159,,,-0.688466,-0.814869
0.762,-0.768163,-0.768163,,,-0.590215,-0.809126
0.763,-0.789027,-0.789027,,,-0.564879,-0.792783
0.764,-0.731434,-0.731434,,,-0.612378,-0.762875
0.765,-0.676978,-0.676978,,,-1.22609,-0.732480
0.766,-0.664982,-0.664982,,,-0.661009,-0.691131
0.767,-0.676167,-0.676167,,,-0.865796,-0.672709
0.768,-0.668577,-0.668577,,,-1.110723,-0.669909
0.769,-0.700458,-0.700458,,,-0.260732,-0.681734
0.77,-0.72172,-0.72172,,,-0.290318,-0.696918
0.771,-0.719603,-0.719603,,,-0.444192,-0.713927
0.772,-0.723513,-0.723513,,,-0.811506,-0.721612
0.773,-0.711792,-0.711792,,,-0.506727,-0.718303
0.774,-0.707681,-0.707681,,,-0.915564,-0.714329
0.775,-0.73881,-0.73881,,,-0.846268,-0.719428
0.776,-0.760072,-0.760072,,,-1.2028,-0.735521
0.777,-0.708691,-0.708691,,,-0.704018,-0.735858
0.778,-0.642097,-0.642097,,,-0.736865,-0.703620
0.779,-0.622223,-0.622223,,,-1.065506,-0.657670
0.78,-0.555294,-0.555294,,,-0.603144,-0.606538
0.781,-0.49857,-0.49857,,,-0.524199,-0.558696
0.782,-0.416154,-0.416154,,,0.120999,-0.490006
0.783,-0.404452,-0.404452,,,-0.078974,-0.439725
0.784,-0.36676,-0.36676,,,-0.288109,-0.395789
0.785,-0.318336,-0.318336,,,-0.179354,-0.363183
0.786,-0.328586,-0.328586,,,-0.222304,-0.337894
0.787,-0.300284,-0.300284,,,-0.296219,-0.315735
0.788,-0.335153,-0.335153,,,-0.575296,-0.321341
0.789,-0.411029,-0.411029,,,-0.32225,-0.348822
0.79,-0.420586,-0.420586,,,-0.532846,-0.388923
0.791,-0.405812,-0.405812,,,-0.715889,-0.412476
0.792,-0.379979,-0.379979,,,-0.21288,-0.402126
0.793,-0.341468,-0.341468,,,-0.262567,-0.375753
0.794,-0.296581,-0.296581,,,-0.913605,-0.339343
0.795,-0.290332,-0.290332,,,-0.39324,-0.309460
0.796,-0.262973,-0.262973,,,-0.016834,-0.283295
0.797,-0.172099,-0.172099,,,0.061855,-0.241801
0.798,-0.119137,-0.119137,,,0.127403,-0.184736
0.799,-0.031473,-0.031473,,,-0.08154,-0.107570
0.8,0.113985,0.113985,,,-0.253514,-0.012208
0.801,0.180454,0.180454,,,-0.231895,0.087655
0.802,0.182592,0.182592,,,0.283729,0.159010
0.803,0.201561,0.201561,,,0.369696,0.188202
0.804,0.226885,0.226885,,,0.701744,0.203679
0.805,0.256879,0.256879,,,0.686428,0.228442
0.806,0.289341,0.289341,,,0.337924,0.257702
0.807,0.340098,0.340098,,,0.006685,0.295439
0.808,0.321955,0.321955,,,0.270515,0.317131
0.809,0.292632,0.292632,,,0.405964,0.318228
0.81,0.260422,0.260422,,,0.248392,0.291670
0.811,0.21356,0.21356,,,0.103566,0.255538
0.812,0.221064,0.221064,,,0.326433,0.231682
0.813,0.265931,0.265931,,,0.084157,0.233518
0.814,0.255744,0.255744,,,0.047148,0.247580
0.815,0.259148,0.259148,,,0.347426,0.260274
0.816,0.337117,0.337117,,,0.170945,0.284003
0.817,0.364643,0.364643,,,0.420469,0.320303
0.818,0.352069,0.352069,,,0.500231,0.351276
0.819,0.373164,0.373164,,,0.158451,0.363292
0.82,0.452136,0.452136,,,0.443413,0.392456
0.821,0.504957,0.504957,,,1.106044,0.443419
0.822,0.56911,0.56911,,,0.406357,0.508734
0.823,0.644734,0.644734,,,0.188119,0.572934
0.824,0.603814,0.603814,,,0.316205,0.605886
0.825,0.673754,0.673754,,,0.91584,0.640767
0.826,0.745599,0.745599,,,0.928455,0.674389
0.827,0.680362,0.680362,,,0.876631,0.699905
0.828,0.696602,0.696602,,,1.252327,0.707521
0.829,0.721339,0.721339,,,0.050108,0.699434
0.83,0.731021,0.731021,,,0.927797,0.716321
0.831,0.70383,0.70383,,,1.233709,0.718730
0.832,0.727079,0.727079,,,0.388437,0.720643
0.833,0.771334,0.771334,,,0.584997,0.734081
0.834,0.72824,0.72824,,,0.460228,0.742218
0.835,0.862101,0.862101,,,0.422703,0.787225
0.836,0.871644,0.871644,,,0.616737,0.820662
0.837,0.906057,0.906057,,,1.184197,0.879934
0.838,0.971629,0.971629,,,1.363435,0.916443
0.839,1.028612,1.028612,,,0.778296,0.968766
0.84,1.104713,1.104713,,,1.522575,1.034985
0.841,1.260465,1.260465,,,1.03277,1.131263
0.842,1.33283,1.33283,,,1.612248,1.232669
0.843,1.307304,1.307304,,,1.109731,1.300200
0.844,1.306265,1.306265,,,1.211816,1.315466
0.845,1.316552,1.316552,,,1.297331,1.310040
0.846,1.250025,1.250025,,,2.135982,1.290947
0.847,1.260959,1.260959,,,1.412751,1.275845
0.848,1.191035,1.191035,,,0.903404,1.234006
0.849,1.170648,1.170648,,,1.352009,1.207547
0.85,1.132473,1.132473,,,0.89145,1.164719
0.851,1.09572,1.09572,,,0.790778,1.132947
0.852,0.98714,0.98714,,,1.15305,1.071778
0.853,0.883248,0.883248,,,0.843084,0.988703
0.854,0.90098,0.90098,,,0.885476,0.923789
0.855,0.837748,0.837748,,,0.791884,0.873992
0.856,0.808524,0.808524,,,0.893051,0.849084
0.857,0.830255,0.830255,,,0.941603,0.825509
0.858,0.825864,0.825864,,,0.269936,0.821548
0.859,0.829855,0.829855,,,1.098462,0.828658
0.86,0.871204,0.871204,,,0.656451,0.842308
0.861,0.859566,0.859566,,,0.569994,0.853542
0.862,0.86024,0.86024,,,1.02981,0.863670
0.863,0.846133,0.846133,,,1.104752,0.855313
0.864,0.90113,0.90113,,,0.886987,0.869168
0.865,0.882422,0.882422,,,1.340316,0.876562
0.866,0.861471,0.861471,,,0.663865,0.881674
0.867,0.888766,0.888766,,,0.900462,0.877553
0.868,0.850347,0.850347,,,0.786423,0.866861
0.869,0.747295,0.747295,,,0.874908,0.828803
0.87,0.659344,0.659344,,,0.892676,0.752329
0.871,0.582101,0.582101,,,0.425984,0.662913
0.872,0.561133,0.561133,,,0.870241,0.600859
0.873,0.523713,0.523713,,,0.607208,0.555649
0.874,0.501557,0.501557,,,-0.028827,0.528801
0.875,0.481607,0.481607,,,-0.080471,0.502292
0.876,0.483016,0.483016,,,0.49064,0.488727
0.877,0.473386,0.473386,,,0.433218,0.479336
0.878,0.423296,0.423296,,,0.488841,0.459899
0.879,0.399365,0.399365,,,0.542709,0.432016
0.88,0.469319,0.469319,,,0.655453,0.430660
0.881,0.566587,0.566587,,,0.908182,0.478424
0.882,0.561033,0.561033,,,0.320052,0.532313
0.883,0.497574,0.497574,,,0.319253,0.541731
0.884,0.443075,0.443075,,,0.343968,0.500561
0.885,0.399111,0.399111,,,0.740665,0.446587
0.886,0.344058,0.344058,,,0.989475,0.395415
0.887,0.262279,0.262279,,,0.429549,0.335149
0.888,0.239357,0.239357,,,-0.264828,0.281898
0.889,0.201575,0.201575,,,-0.110657,0.234404
0.89,0.194963,0.194963,,,0.059106,0.211965
0.891,0.103295,0.103295,,,0.049869,0.166611
0.892,-0.016329,-0.016329,,,0.008616,0.093976
0.893,-0.047298,-0.047298,,,0.067914,0.013223
0.894,-0.067867,-0.067867,,,-0.096354,-0.043831
0.895,-0.047179,-0.047179,,,0.271236,-0.054115
0.896,-0.046992,-0.046992,,,-0.267683,-0.054013
0.897,-0.050568,-0.050568,,,-0.32639,-0.048246
0.898,-0.001881,-0.001881,,,0.088896,-0.033147
0.899,-0.019126,-0.019126,,,-0.491085,-0.023858
0.9,0.049784,0.049784,,,0.116908,0.009592
0.901,0.019235,0.019235,,,0.061159,0.016631
0.902,0.003621,0.003621,,,0.010534,0.024213
0.903,0.023278,0.023278,,,0.544178,0.015378
0.904,-0.0339,-0.0339,,,-0.121784,-0.002334
0.905,-0.037851,-0.037851,,,0.661655,-0.016158
0.906,-0.074063,-0.074063,,,-0.064799,-0.048605
0.907,-0.108624,-0.108624,,,-0.439445,-0.073513
0.908,-0.177363,-0.177363,,,-0.110157,-0.120017
0.909,-0.255904,-0.255904,,,-0.540061,-0.180630
0.91,-0.272718,-0.272718,,,-0.534544,-0.235328
0.911,-0.354784,-0.354784,,,-0.281431,-0.294469
0.912,-0.395441,-0.395441,,,-0.319007,-0.340981
0.913,-0.377705,-0.377705,,,-0.745602,-0.375977
0.914,-0.475703,-0.475703,,,-0.319769,-0.416283
0.915,-0.488711,-0.488711,,,-0.306738,-0.447373
0.916,-0.513862,-0.513862,,,-0.241074,-0.492759
0.917,-0.532287,-0.532287,,,-0.512021,-0.511620
0.918,-0.564281,-0.564281,,,-0.244355,-0.536810
0.919,-0.54597,-0.54597,,,-1.188126,-0.547513
0.92,-0.511669,-0.511669,,,-0.683157,-0.540640
0.921,-0.53739,-0.53739,,,-0.811205,-0.531676
0.922,-0.557671,-0.557671,,,-0.484099,-0.535577
0.923,-0.576818,-0.576818,,,-0.670943,-0.557293
0.924,-0.618753,-0.618753,,,-0.544183,-0.584414
0.925,-0.584125,-0.584125,,,0.057546,-0.593232
0.926,-0.5906,-0.5906,,,-0.589673,-0.597826
0.927,-0.572517,-0.572517,,,-0.46417,-0.582414
0.928,-0.576538,-0.576538,,,-0.722637,-0.579885
0.929,-0.604055,-0.604055,,,-0.705638,-0.584370
0.93,-0.637688,-0.637688,,,-0.807212,-0.606094
0.931,-0.773855,-0.773855,,,-0.754387,-0.671866
0.932,-0.820787,-0.820787,,,-0.612293,-0.744110
0.933,-0.848158,-0.848158,,,-0.528327,-0.814267
0.934,-0.849999,-0.849999,,,-0.973632,-0.839648
0.935,-0.866539,-0.866539,,,-0.914142,-0.854899
0.936,-0.850662,-0.850662,,,-1.440298,-0.855733
0.937,-0.846063,-0.846063,,,-1.105921,-0.854421
0.938,-0.831675,-0.831675,,,-0.765247,-0.842800
0.939,-0.84776,-0.84776,,,-0.742894,-0.841833
0.94,-0.840557,-0.840557,,,-0.887574,-0.839997
0.941,-0.821195,-0.821195,,,-0.632572,-0.836504
0.942,-0.84598,-0.84598,,,-0.703796,-0.835911
0.943,-0.815042,-0.815042,,,-0.454021,-0.827406
0.944,-0.930222,-0.930222,,,-0.705268,-0.863748
0.945,-1.000599,-1.000599,,,-0.894398,-0.915288
0.946,-1.004072,-1.004072,,,-0.701151,-0.978298
0.947,-1.034959,-1.034959,,,-1.712937,-1.013210
0.948,-1.107895,-1.107895,,,-0.765604,-1.048975
0.949,-1.193525,-1.193525,,,-2.032227,-1.112126
0.95,-1.200003,-1.200003,,,-1.517039,-1.167141
0.951,-1.238486,-1.238486,,,-0.925779,-1.210671
0.952,-1.217004,-1.217004,,,-0.972325,-1.218498
0.953,-1.160074,-1.160074,,,-1.506094,-1.205188
0.954,-1.172264,-1.172264,,,-1.395957,-1.183114
0.955,-1.029879,-1.029879,,,-0.776526,-1.120739
0.956,-0.968309,-0.968309,,,-1.317708,-1.056817
0.957,-0.985322,-0.985322,,,-0.464844,-0.994503
0.958,-0.968644,-0.968644,,,-1.086716,-0.974092
0.959,-0.897663,-0.897663,,,-0.899686,-0.950543
0.96,-0.870797,-0.870797,,,-0.465994,-0.912368
0.961,-0.869553,-0.869553,,,-0.839769,-0.879338
0.962,-0.833543,-0.833543,,,-1.112923,-0.857964
0.963,-0.832145,-0.832145,,,-0.788869,-0.845080
0.964,-0.801979,-0.801979,,,-0.725299,-0.822556
0.965,-0.801449,-0.801449,,,-1.100429,-0.811858
0.966,-0.839432,-0.839432,,,-0.762845,-0.814287
0.967,-0.837738,-0.837738,,,-0.921596,-0.826206
0.968,-0.802643,-0.802643,,,-0.449464,-0.826604
0.969,-0.841754,-0.841754,,,-0.754894,-0.827378
0.97,-0.886689,-0.886689,,,-0.893856,-0.843695
0.971,-0.836046,-0.836046,,,-0.883813,-0.854830
0.972,-0.85277,-0.85277,,,-0.821134,-0.858502
0.973,-0.876265,-0.876265,,,-0.72687,-0.855027
0.974,-0.884638,-0.884638,,,-1.219094,-0.871224
0.975,-0.856809,-0.856809,,,-1.219583,-0.872571
0.976,-0.862776,-0.862776,,,-0.543355,-0.868074
0.977,-0.814195,-0.814195,,,-0.946816,-0.844593
0.978,-0.751052,-0.751052,,,-1.180034,-0.809341
0.979,-0.701267,-0.701267,,,-0.541567,-0.755505
0.98,-0.596294,-0.596294,,,-0.448774,-0.682871
0.981,-0.545136,-0.545136,,,-0.959495,-0.614232
0.982,-0.508107,-0.508107,,,-0.349425,-0.549846
0.983,-0.453065,-0.453065,,,-0.126563,-0.502103
0.984,-0.384132,-0.384132,,,-0.179226,-0.448435
0.985,-0.339249,-0.339249,,,-0.064396,-0.392149
0.986,-0.289088,-0.289088,,,-0.656849,-0.337490
0.987,-0.186219,-0.186219,,,-0.136032,-0.271519
0.988,-0.153136,-0.153136,,,-0.341353,-0.209481
0.989,-0.178949,-0.178949,,,-0.421772,-0.172768
0.99,-0.18544,-0.18544,,,-0.04785,-0.172508
0.991,-0.187358,-0.187358,,,0.102988,-0.183916
0.992,-0.147604,-0.147604,,,0.172064,-0.173467
0.993,-0.148067,-0.148067,,,0.014496,-0.161010
0.994,-0.103042,-0.103042,,,-0.410513,-0.132904
